ONL0812DH1,ULZ8130D,CAN,DFW,1420564983,1683
PAJ3974RK1,MOO1786A,MAD,FRA,1420563408,184
VZY2993ME1,YZO4444S,BKK,MIA,1420565330,2027
PAJ3974RK1,MOO1786A,MAD,FRA,1420563408,184
DAZ3029XA0,YZO4444S,BKK,MIA,1420565330,2027
CDC0302NN5,QHU1140O,CDG,LAS,1420564498,1133
WBE6935NU3,RUM0422W,MUC,MAD,1420563539,194
CXN7304ER2,JVY9791G,PVG,FCO,1420564561,1189
WTC9125IE5,GMO5938W,LHR,PEK,1420564317,1057
BWI0520BG6,BER7172M,KUL,LAS,1420565167,1848
LLZ3798PE3,EWH6301Y,CAN,DFW,1420564967,1683
KKP5277HZ7,KJR6646J,IAH,BKK,1420565203,1928
JJM4724RF7,XXQ4064B,JFK,FRA,1420563917,802
SJD8775RZ4,WSK1289Z,CLT,DEN,1420563542,278
