SJD8775RZ4,QHU1140O,CDG,LAS,1420564498,1133
WYU2010YH8,PME8178S,DEN,PEK,1420564409,1322
PAJ3974RK1,EWH6301Y,CAN,DFW,1420564967,1683
PUD8209OG3,BER7172M,KUL,LAS,1420565167,1848
BWI0520BG6,VYW5940P,LAS,SIN,1420565203,1843
LLZ3798PE3,XIL3623J,PEK,LAX,1420564414,1302
KKP5277HZ7,VDC9164W,FCO,LAS,1420564698,1276
HGO4350KK1,EWH6301Y,CAN,DFW,1420564967,1683
CXN7304ER2,MOO1786A,MAD,FRA,1420563408,184
UES9151GS5,ATT7791R,AMS,DEN,1420564394,1001
JJM4724RF7,HZT2506M,IAH,AMS,1420564324,1044
VZY2993ME1,XOY7948U,ATL,LHR,1420564038,877
SPR4484HA6,VYW5940P,LAS,SIN,1420565203,1843
YMH6360YP0,GMO5938W,LHR,PEK,1420564317,1057
PUD8209OG3,VYU9214I,ORD,DXB,1420564716,1510
YMH6360YP0,JVY9791G,PVG,FCO,1420564561,1189
POP2875LH3,VYU9214I,ORD,DXB,1420564716,1510
YMH6360YP0,XOY7948U,ATL,LHR,1420564038,877
