CKZ3132BR4,PME8178S,DEN,PEK,1420564409,1322
DAZ3029XA0,ULZ8130D,CAN,DFW,1420564983,1683
PUD8209OG3,XXQ4064B,JFK,FRA,1420563917,802
EZC9678QI6,JVY9791G,PVG,FCO,1420564561,1189
KKP5277HZ7,PME8178S,DEN,PEK,1420564409,1322
VZY2993ME1,MOO1786A,MAD,FRA,1420563408,184
HCA3158QA6,QHU1140O,CDG,LAS,1420564498,1133
CYJ0225CH1,GMO5938W,LHR,PEK,1420564317,1057
JJM4724RF7,SOH3431A,ORD,MIA,1420563649,250
UES9151GS5,YZO4444S,BKK,MIA,1420565330,2027
JJM4724RF7,XIL3623J,PEK,LAX,1420564414,1302
HCA3158QA6,SQU6245R,DEN,FRA,1420564460,1049
CYJ0225CH1,YZO4444S,BKK,MIA,1420565330,2027
SPR4484HA6,RPG3351U,HND,CAN,1420563569,374
WYU2010YH8,TMV7633W,CGK,DXB,1420563958,849
JJM4724RF7,QHU1140O,CDG,LAS,1420564498,1133
CKZ3132BR4,YZO4444S,BKK,MIA,1420565330,2027
PUD8209OG3,QHU1140O,CDG,LAS,1420564498,1133
