HCA3158QA6,TMV7633W,CGK,DXB,1420563958,849
HGO4350KK1,HZT2506M,IAH,AMS,1420564324,1044
WTC9125IE5,XOY7948U,ATL,LHR,1420564038,877
WYU2010YH8,FYL5866L,ATL,HKG,1420565140,1751
BWI0520BG6,VDC9164W,FCO,LAS,1420564698,1276
CKZ3132BR4,QHU1140O,CDG,LAS,1420564498,1133
SPR4484HA6,ATT7791R,AMS,DEN,1420564394,1001
MXU9187YC7,ATT7791R,AMS,DEN,1420564394,1001
VZY2993ME1,WSK1289Z,CLT,DEN,1420563542,278
PUD8209OG3,YZO4444S,BKK,MIA,1420565330,2027
VZY2993ME1,TMV7633W,CGK,DXB,1420563958,849
HGO4350KK1,XOY7948U,ATL,LHR,1420564038,877
EZC9678QI6,MBA8071P,KUL,PEK,1420563856,572
PUD8209OG3,SQU6245R,DEN,FRA,1420564460,1049
VZY2993ME1,WSK1289Z,CLT,DEN,1420563542,278
WBE6935NU3,RPG3351U,HND,CAN,1420563569,374
YMH6360YP0,PME8178S,DEN,PEK,1420564409,1322
PUD8209OG3,KJR6646J,IAH,BKK,1420565203,1928
