PUD8209OG3,ULZ8130D,CAN,DFW,1420564983,1683
ONL0812DH1,VYU9214I,ORD,DXB,1420564716,1510
JBE2302VO4,JVY9791G,PVG,FCO,1420564561,1189
EDV2089LK5,GMO5938W,LHR,PEK,1420564317,1057
HGO4350KK1,XXQ4064B,JFK,FRA,1420563917,802
KKP5277HZ7,HZT2506M,IAH,AMS,1420564324,1044
UES9151GS5,VDC9164W,FCO,LAS,1420564698,1276
EZC9678QI6,GMO5938W,LHR,PEK,1420564317,1057
HCA3158QA6,MOO1786A,MAD,FRA,1420563408,184
PIT2755XC1,XOY7948U,ATL,LHR,1420564038,877
SJD8775RZ4,VDC9164W,FCO,LAS,1420564698,1276
JJM4724RF7,DKZ3042O,MIA,SFO,1420563927,538
EDV2089LK5,WSK1289Z,CLT,DEN,1420563542,278
SPR4484HA6,VYW5940P,LAS,SIN,1420565203,1843
SPR4484HA6,VDC9164W,FCO,LAS,1420564698,1276
ONL0812DH1,BER7172M,KUL,LAS,1420565167,1848
WBE6935NU3,QHU1140O,CDG,LAS,1420564498,1133
WTC9125IE5,GMO5938W,LHR,PEK,1420564317,1057
