CXN7304ER2,GMO5938W,LHR,PEK,1420564317,1057
EDV2089LK5,KJR6646J,IAH,BKK,1420565203,1928
PAJ3974RK1,GMO5938W,LHR,PEK,1420564317,1057
BWI0520BG6,VYW5940P,LAS,SIN,1420565203,1843
HGO4350KK1,SOH3431A,ORD,MIA,1420563649,250
SPR4484HA6,JVY9791G,PVG,FCO,1420564561,1189
BWI0520BG6,JVY9791G,PVG,FCO,1420564561,1189
DAZ3029XA0,ULZ8130D,CAN,DFW,1420564983,1683
SPR4484HA6,YZO4444S,BKK,MIA,1420565330,2027
CDC0302NN5,PME8178S,DEN,PEK,1420564409,1322
WTC9125IE5,XIL3623J,PEK,LAX,1420564414,1302
JJM4724RF7,VYW5940P,LAS,SIN,1420565203,1843
DAZ3029XA0,YZO4444S,BKK,MIA,1420565330,2027
DAZ3029XA0,ULZ8130D,CAN,DFW,1420564983,1683
PUD8209OG3,ULZ8130D,CAN,DFW,1420564983,1683
LLZ3798PE3,TMV7633W,CGK,DXB,1420563958,849
ONL0812DH1,KJR6646J,IAH,BKK,1420565203,1928
VZY2993ME1,EWH6301Y,CAN,DFW,1420564967,1683
