YMH6360YP0,XIL3623J,PEK,LAX,1420564414,1302
WYU2010YH8,XIL3623J,PEK,LAX,1420564414,1302
YMH6360YP0,ATT7791R,AMS,DEN,1420564394,1001
MXU9187YC7,DAU2617A,CGK,SFO,1420564986,1811
PAJ3974RK1,MBA8071P,KUL,PEK,1420563856,572
WYU2010YH8,WSK1289Z,CLT,DEN,1420563542,278
SJD8775RZ4,RPG3351U,HND,CAN,1420563569,374
PUD8209OG3,MBA8071P,KUL,PEK,1420563856,572
VZY2993ME1,ULZ8130D,CAN,DFW,1420564983,1683
CXN7304ER2,PME8178S,DEN,PEK,1420564409,1322
YMH6360YP0,XIL3623J,PEK,LAX,1420564414,1302
HGO4350KK1,WPW9201U,DFW,PEK,1420564869,1452
MXU9187YC7,QHU1140O,CDG,LAS,1420564498,1133
ONL0812DH1,WSK1289Z,CLT,DEN,1420563542,278
MXU9187YC7,JVY9791G,PVG,FCO,1420564561,1189
UES9151GS5,WSK1289Z,CLT,DEN,1420563542,278
WTC9125IE5,BER7172M,KUL,LAS,1420565167,1848
CKZ3132BR4,RUM0422W,MUC,MAD,1420563539,194
