CXN7304ER2,WPW9201U,DFW,PEK,1420564869,1452
UES9151GS5,KJR6646J,IAH,BKK,1420565203,1928
HCA3158QA6,RPG3351U,HND,CAN,1420563569,374
WBE6935NU3,YZO4444S,BKK,MIA,1420565330,2027
PUD8209OG3,PME8178S,DEN,PEK,1420564409,1322
EDV2089LK5,PME8178S,DEN,PEK,1420564409,1322
PAJ3974RK1,QHU1140O,CDG,LAS,1420564498,1133
WBE6935NU3,WPW9201U,DFW,PEK,1420564869,1452
VZY2993ME1,SQU6245R,DEN,FRA,1420564460,1049
ONL0812DH1,XXQ4064B,JFK,FRA,1420563917,802
WYU2010YH8,PME8178S,DEN,PEK,1420564409,1322
JJM4724RF7,FYL5866L,ATL,HKG,1420565140,1751
WYU2010YH8,VDC9164W,FCO,LAS,1420564698,1276
BWI0520BG6,EWH6301Y,CAN,DFW,1420564967,1683
LLZ3798PE3,MBA8071P,KUL,PEK,1420563856,572
CKZ3132BR4,HZT2506M,IAH,AMS,1420564324,1044
SPR4484HA6,SQU6245R,DEN,FRA,1420564460,1049
DAZ3029XA0,WPW9201U,DFW,PEK,1420564869,1452
