CKZ3132BR4,FYL5866L,ATL,HKG,1420565140,1751
JBE2302VO4,SQU6245R,DEN,FRA,1420564460,1049
UES9151GS5,QHU1140O,CDG,LAS,1420564498,1133
CXN7304ER2,GMO5938W,LHR,PEK,1420564317,1057
WBE6935NU3,VYU9214I,ORD,DXB,1420564716,1510
HCA3158QA6,BER7172M,KUL,LAS,1420565167,1848
EDV2089LK5,WSK1289Z,CLT,DEN,1420563542,278
IEG9308EA5,SOH3431A,ORD,MIA,1420563649,250
WYU2010YH8,JVY9791G,PVG,FCO,1420564561,1189
SJD8775RZ4,SQU6245R,DEN,FRA,1420564460,1049
SJD8775RZ4,DAU2617A,CGK,SFO,1420564986,1811
HCA3158QA6,GMO5938W,LHR,PEK,1420564317,1057
CDC0302NN5,JVY9791G,PVG,FCO,1420564561,1189
BWI0520BG6,VDC9164W,FCO,LAS,1420564698,1276
HCA3158QA6,MBA8071P,KUL,PEK,1420563856,572
KKP5277HZ7,KJR6646J,IAH,BKK,1420565203,1928
SJD8775RZ4,TMV7633W,CGK,DXB,1420563958,849
SPR4484HA6,MBA8071P,KUL,PEK,1420563856,572
