XFG5747ZT9,DKZ3042O,MIA,SFO,1420563927,538
WYU2010YH8,SOH3431A,ORD,MIA,1420563649,250
KKP5277HZ7,VYW5940P,LAS,SIN,1420565203,1843
EDV2089LK5,ATT7791R,AMS,DEN,1420564394,1001
DAZ3029XA0,MBA8071P,KUL,PEK,1420563856,572
JBE2302VO4,VDC9164W,FCO,LAS,1420564698,1276
WBE6935NU3,ATT7791R,AMS,DEN,1420564394,1001
SJD8775RZ4,HZT2506M,IAH,AMS,1420564324,1044
EZC9678QI6,ULZ8130D,CAN,DFW,1420564983,1683
DAZ3029XA0,TMV7633W,CGK,DXB,1420563958,849
VZY2993ME1,ULZ8130D,CAN,DFW,1420564983,1683
HCA3158QA6,FYL5866L,ATL,HKG,1420565140,1751
HCA3158QA6,XOY7948U,ATL,LHR,1420564038,877
WBE6935NU3,GMO5938W,LHR,PEK,1420564317,1057
POP2875LH3,XXQ4064B,JFK,FRA,1420563917,802
CKZ3132BR4,MBA8071P,KUL,PEK,1420563856,572
JJM4724RF7,MBA8071P,KUL,PEK,1420563856,572
ONL0812DH1,MBA8071P,KUL,PEK,1420563856,572
