MXU9187YC7,ATT7791R,AMS,DEN,1420564394,1001
EDV2089LK5,PME8178S,DEN,PEK,1420564409,1322
YMH6360YP0,ATT7791R,AMS,DEN,1420564394,1001
UES9151GS5,JVY9791G,PVG,FCO,1420564561,1189
MXU9187YC7,RUM0422W,MUC,MAD,1420563539,194
EZC9678QI6,XOY7948U,ATL,LHR,1420564038,877
CKZ3132BR4,GMO5938W,LHR,PEK,1420564317,1057
POP2875LH3,RPG3351U,HND,CAN,1420563569,374
CKZ3132BR4,JVY9791G,PVG,FCO,1420564561,1189
BWI0520BG6,EWH6301Y,CAN,DFW,1420564967,1683
LLZ3798PE3,QHU1140O,CDG,LAS,1420564498,1133
LLZ3798PE3,JVY9791G,PVG,FCO,1420564561,1189
CDC0302NN5,HZT2506M,IAH,AMS,1420564324,1044
CYJ0225CH1,XXQ4064B,JFK,FRA,1420563917,802
PUD8209OG3,VDC9164W,FCO,LAS,1420564698,1276
LLZ3798PE3,YZO4444S,BKK,MIA,1420565330,2027
PIT2755XC1,VYW5940P,LAS,SIN,1420565203,1843
POP2875LH3,MOO1786A,MAD,FRA,1420563408,184
