HGO4350KK1,HZT2506M,IAH,AMS,1420564324,1044
JJM4724RF7,WPW9201U,DFW,PEK,1420564869,1452
XFG5747ZT9,SOH3431A,ORD,MIA,1420563649,250
XFG5747ZT9,SQU6245R,DEN,FRA,1420564460,1049
UES9151GS5,XOY7948U,ATL,LHR,1420564038,877
XFG5747ZT9,DAU2617A,CGK,SFO,1420564986,1811
IEG9308EA5,FYL5866L,ATL,HKG,1420565140,1751
IEG9308EA5,XOY7948U,ATL,LHR,1420564038,877
ONL0812DH1,ATT7791R,AMS,DEN,1420564394,1001
CYJ0225CH1,HUR0974O,DEN,PVG,1420564525,1398
CYJ0225CH1,HUR0974O,DEN,PVG,1420564525,1398
PUD8209OG3,HUR0974O,DEN,PVG,1420564525,1398
PAJ3974RK1,MOO1786A,MAD,FRA,1420563408,184
SPR4484HA6,GMO5938W,LHR,PEK,1420564317,1057
JJM4724RF7,FYL5866L,ATL,HKG,1420565140,1751
PIT2755XC1,ULZ8130D,CAN,DFW,1420564983,1683
HCA3158QA6,ULZ8130D,CAN,DFW,1420564983,1683
POP2875LH3,KJR6646J,IAH,BKK,1420565203,1928
