MXU9187YC7,DKZ3042O,MIA,SFO,1420563927,538
BWI0520BG6,VYW5940P,LAS,SIN,1420565203,1843
CXN7304ER2,WSK1289Z,CLT,DEN,1420563542,278
WTC9125IE5,TMV7633W,CGK,DXB,1420563958,849
SPR4484HA6,KJR6646J,IAH,BKK,1420565203,1928
EDV2089LK5,VYU9214I,ORD,DXB,1420564716,1510
DAZ3029XA0,VDC9164W,FCO,LAS,1420564698,1276
SPR4484HA6,KJR6646J,IAH,BKK,1420565203,1928
CYJ0225CH1,MBA8071P,KUL,PEK,1420563856,572
KKP5277HZ7,DKZ3042O,MIA,SFO,1420563927,538
SPR4484HA6,KJR6646J,IAH,BKK,1420565203,1928
EZC9678QI6,DKZ3042O,MIA,SFO,1420563927,538
CXN7304ER2,ULZ8130D,CAN,DFW,1420564983,1683
SJD8775RZ4,XXQ4064B,JFK,FRA,1420563917,802
ONL0812DH1,RPG3351U,HND,CAN,1420563569,374
WBE6935NU3,ULZ8130D,CAN,DFW,1420564983,1683
IEG9308EA5,VYU9214I,ORD,DXB,1420564716,1510
JBE2302VO4,ULZ8130D,CAN,DFW,1420564983,1683
